2016-09-27,2016-09-28,2016-09-29,2016-09-30,2016-10-08,2016-10-09,2016-10-10
96,78,92,99,85,83,91
38,29,63,76,51,58,42
173,170,171,205,197,194,173
67,76,97,131,55,60,39
67,102,95,136,103,72,101
173,164,117,171,122,130,136
52,59,64,99,70,52,65
99,42,44,117,62,35,0
172,135,158,240,131,137,128
48,84,60,70,54,52,64
86,83,84,91,68,68,77
268,244,221,257,220,285,299
433,482,529,399,349,390,455
272,303,339,367,331,305,338
173,132,103,145,158,176,161
